A,B,A*B in C,D,E,D+E in C,,Expected,Difference
45935,-3101,-2174,-5483,-2174,-7657,,-2174,0
0,2738,0,-7657,0,-7657,,,
11385,9733,1690,-7657,1690,-5967,,1691,1
0,-7033,0,-5967,0,-5967,,,
0,1612,0,-5967,0,-5967,,,
48638,-6084,-4516,-5967,-4516,-10483,,-4515,1
2413,-2901,-107,-10483,-107,-10590,,-107,0
47177,2943,2118,-10590,2118,-8472,,2119,1
11580,-2622,-464,-8472,-464,-8936,,-463,1
0,-3203,0,-8936,0,-8936,,,
0,11760,0,-8936,0,-8936,,,
43390,-15440,-10223,-8936,-10223,-19159,,-10222,1
0,5489,0,-19159,0,-19159,,,
39987,-6981,-4260,-19159,-4260,-23419,,-4259,1
3911,-647,-39,-23419,-39,-23458,,-39,0
0,-5383,0,-23458,0,-23458,,,
0,243,0,-23458,0,-23458,,,
0,-2048,0,-23458,0,-23458,,,
0,-1411,0,-23458,0,-23458,,,
8537,10088,1314,-23458,1314,-22144,,1314,0
0,6248,0,-22144,0,-22144,,,
6963,-2885,-307,-22144,-307,-22451,,-307,0
0,702,0,-22451,0,-22451,,,
0,-3113,0,-22451,0,-22451,,,
22812,-11908,-4145,-22451,-4145,-26596,,-4145,0
16698,-2710,-691,-26596,-691,-27287,,-690,1
0,96,0,-27287,0,-27287,,,
36562,-2368,-1322,-27287,-1322,-28609,,-1321,1
8945,3960,540,-28609,540,-28069,,540,0
6450,1200,118,-28069,118,-27951,,118,0
28727,1748,766,-27951,766,-27185,,766,0
29324,-16727,-7485,-27185,-7485,-34670,,-7484,1
22639,8487,2931,-34670,2931,-31739,,2932,1
33399,9132,4653,-31739,4653,-27086,,4654,1
7449,3260,370,-27086,370,-26716,,371,1
6303,-14372,-1383,-26716,-1383,-28099,,-1382,1
2265,9749,336,-28099,336,-27763,,337,1
7269,1268,140,-27763,140,-27623,,141,1
22309,-7726,-2630,-27623,-2630,-30253,,-2630,0
12817,-2615,-512,-30253,-512,-30765,,-511,1
31867,9386,4563,-30765,4563,-26202,,4564,1
0,-998,0,-26202,0,-26202,,,
27255,6036,2510,-26202,2510,-23692,,2510,0
7022,-3906,-419,-23692,-419,-24111,,-419,0
0,772,0,-24111,0,-24111,,,
1864,2492,70,-24111,70,-24041,,71,1
0,-754,0,-24041,0,-24041,,,
67219,-202,-208,-24041,-208,-24249,,-207,1
64030,-8380,-8188,-24249,-8188,-32437,,-8187,1
0,9205,0,-32437,0,-32437,,,
0,7386,0,-32437,0,-32437,,,
12519,-233,-45,-32437,-45,-32482,,-45,0
0,4881,0,-32482,0,-32482,,,
0,269,0,-32482,0,-32482,,,
41320,-1898,-1197,-32482,-1197,-33679,,-1197,0
2999,8871,405,-33679,405,-33274,,406,1
0,-1615,0,-33274,0,-33274,,,
28870,1666,733,-33274,733,-32541,,734,1
20198,10125,3120,-32541,3120,-29421,,3120,0
28860,-6430,-2832,-29421,-2832,-32253,,-2832,0
0,-1182,0,-32253,0,-32253,,,
86825,1344,1780,-32253,1780,-30473,,1781,1
0,-8883,0,-30473,0,-30473,,,
78344,-3376,-4036,-30473,-4036,-34509,,-4036,0
7226,6532,720,-34509,720,-33789,,720,0
37272,-2186,-1244,-33789,-1244,-35033,,-1243,1
42602,5917,3846,-35033,3846,-31187,,3846,0
0,266,0,-31187,0,-31187,,,
36869,954,536,-31187,536,-30651,,537,1
5246,5977,478,-30651,478,-30173,,478,0
52728,33,26,-30173,26,-30147,,27,1
0,7508,0,-30147,0,-30147,,,
24680,-2625,-989,-30147,-989,-31136,,-989,0
10282,3219,505,-31136,505,-30631,,505,0
827,-307,-4,-30631,-4,-30635,,-4,0
4250,1309,84,-30635,84,-30551,,85,1
12945,738,145,-30551,145,-30406,,146,1
12596,11577,2225,-30406,2225,-28181,,2225,0
25365,-4380,-1696,-28181,-1696,-29877,,-1695,1
0,886,0,-29877,0,-29877,,,
41063,6195,3881,-29877,3881,-25996,,3882,1
3669,-6586,-369,-25996,-369,-26365,,-369,0
0,12037,0,-26365,0,-26365,,,
0,82,0,-26365,0,-26365,,,
9461,304,43,-26365,43,-26322,,44,1
0,-8874,0,-26322,0,-26322,,,
0,-1025,0,-26322,0,-26322,,,
44073,-5014,-3372,-26322,-3372,-29694,,-3372,0
14983,6086,1391,-29694,1391,-28303,,1391,0
0,-281,0,-28303,0,-28303,,,
35988,-15722,-8634,-28303,-8634,-36937,,-8633,1
124658,-19536,28375,-36937,28375,-8562,,-37160,65535
21803,18275,6079,-8562,6079,-2483,,6080,1
0,5039,0,-2483,0,-2483,,,
57861,-4394,-3880,-2483,-3880,-6363,,-3879,1
0,-1265,0,-6363,0,-6363,,,
63492,5869,5685,-6363,5685,-678,,5686,1
0,10454,0,-678,0,-678,,,
36223,5584,3086,-678,3086,2408,,3086,0
9728,-6660,-989,2408,-989,1419,,-989,0
37037,-4670,-2640,1419,-2640,-1221,,-2639,1
10203,-3802,-592,-1221,-592,-1813,,-592,0
0,-8854,0,-1813,0,-1813,,,
15072,9420,2166,-1813,2166,353,,2166,0
0,2717,0,353,0,353,,,
0,-3098,0,353,0,353,,,
11345,6146,1063,353,1063,1416,,1064,1
0,1609,0,1416,0,1416,,,
0,2706,0,1416,0,1416,,,
62384,5726,5450,1416,5450,6866,,5451,1
0,-967,0,6866,0,6866,,,
0,2392,0,6866,0,6866,,,
7023,-2365,-254,6866,-254,6612,,-253,1
67562,-3358,-3462,6612,-3462,3150,,-3462,0
0,-15681,0,3150,0,3150,,,
0,-17001,0,3150,0,3150,,,
52268,8379,6682,3150,6682,9832,,6683,1
49123,5412,4056,9832,4056,13888,,4057,1
11429,16874,2942,13888,2942,16830,,2943,1
52263,1620,1291,16830,1291,18121,,1292,1
7773,11772,1396,18121,1396,19517,,1396,0
4196,-5652,-362,19517,-362,19155,,-362,0
7192,7536,827,19155,827,19982,,827,0
47751,4002,2915,19982,2915,22897,,2916,1
8520,-8718,-1134,22897,-1134,21763,,-1133,1
10502,-382,-62,21763,-62,21701,,-61,1
58800,-3702,-3322,21701,-3322,18379,,-3321,1
0,9292,0,18379,0,18379,,,
56267,-8519,-7315,18379,-7315,11064,,-7314,1
6178,6046,569,11064,569,11633,,570,1
44476,-4622,-3137,11633,-3137,8496,,-3137,0
32336,-3854,-1902,8496,-1902,6594,,-1902,0
41335,6360,4011,6594,4011,10605,,4011,0
0,-2224,0,10605,0,10605,,,
0,-9746,0,10605,0,10605,,,
11149,-6051,-1030,10605,-1030,9575,,-1029,1
0,5296,0,9575,0,9575,,,
30323,8623,3989,9575,3989,13564,,3990,1
24546,-12834,-4807,13564,-4807,8757,,-4807,0
57957,3775,3338,8757,3338,12095,,3338,0
56724,-13157,-11388,12095,-11388,707,,-11388,0
5575,5192,441,707,441,1148,,442,1
0,-1182,0,1148,0,1148,,,
56687,10375,8974,1148,8974,10122,,8974,0
57432,-10120,-8869,10122,-8869,1253,,-8869,0
32149,-4440,-2179,1253,-2179,-926,,-2178,1
12293,-3717,-698,-926,-698,-1624,,-697,1
40962,-3944,-2466,-1624,-2466,-4090,,-2465,1
19917,-5829,-1772,-4090,-1772,-5862,,-1771,1
18004,-3380,-929,-5862,-929,-6791,,-929,0
11424,13531,2358,-6791,2358,-4433,,2359,1
0,3329,0,-4433,0,-4433,,,
8596,9057,1187,-4433,1187,-3246,,1188,1
0,-6982,0,-3246,0,-3246,,,
9223,15652,2202,-3246,2202,-1044,,2203,1
5717,-9061,-791,-1044,-791,-1835,,-790,1
0,-1560,0,-1835,0,-1835,,,
1455,8187,181,-1835,181,-1654,,182,1
23352,8940,3185,-1654,3185,1531,,3186,1
0,676,0,1531,0,1531,,,
25945,-9978,-3951,1531,-3951,-2420,,-3950,1
28323,-7521,-3251,-2420,-3251,-5671,,-3250,1
0,-1687,0,-5671,0,-5671,,,
22645,-5194,-1795,-5671,-1795,-7466,,-1795,0
0,-9022,0,-7466,0,-7466,,,
52601,5550,4454,-7466,4454,-3012,,4455,1
0,328,0,-3012,0,-3012,,,
2430,-3594,-134,-3012,-134,-3146,,-133,1
0,1333,0,-3146,0,-3146,,,
65414,5788,5777,-3146,5777,2631,,5777,0
4366,-5772,-385,2631,-385,2246,,-385,0
0,4238,0,2246,0,2246,,,
26723,-5435,-2217,2246,-2217,29,,-2216,1
25757,-5078,-1996,29,-1996,-1967,,-1996,0
3180,8229,399,-1967,399,-1568,,399,0
0,-269,0,-1568,0,-1568,,,
28346,941,407,-1568,407,-1161,,407,0
25637,195,76,-1161,76,-1085,,76,0
14574,-3936,-876,-1085,-876,-1961,,-875,1
19510,1115,331,-1961,331,-1630,,332,1
39261,-8098,-4852,-1630,-4852,-6482,,-4851,1
22449,-3325,-1139,-6482,-1139,-7621,,-1139,0
5497,-1432,-121,-7621,-121,-7742,,-120,1
2708,-1080,-45,-7742,-45,-7787,,-45,0
0,-3356,0,-7787,0,-7787,,,
48270,-2302,-1696,-7787,-1696,-9483,,-1696,0
0,15556,0,-9483,0,-9483,,,
47500,5870,4254,-9483,4254,-5229,,4255,1
35199,-827,-445,-5229,-445,-5674,,-444,1
4972,-4403,-335,-5674,-335,-6009,,-334,1
0,14570,0,-6009,0,-6009,,,
0,1082,0,-6009,0,-6009,,,
26406,-6789,-2736,-6009,-2736,-8745,,-2735,1
0,-8953,0,-8745,0,-8745,,,
21117,7853,2530,-8745,2530,-6215,,2530,0
0,12447,0,-6215,0,-6215,,,
0,327,0,-6215,0,-6215,,,
22071,-1664,-561,-6215,-561,-6776,,-560,1
20534,-6464,-2026,-6776,-2026,-8802,,-2025,1
7687,-5605,-658,-8802,-658,-9460,,-657,1
52910,-3489,-2817,-9460,-2817,-12277,,-2817,0
0,-1339,0,-12277,0,-12277,,,
53331,1570,1277,-12277,1277,-11000,,1278,1
0,-348,0,-11000,0,-11000,,,
0,-9767,0,-11000,0,-11000,,,
60162,3769,3459,-11000,3459,-7541,,3460,1
62090,4505,4268,-7541,4268,-3273,,4268,0
0,5858,0,-3273,0,-3273,,,
31011,3017,1427,-3273,1427,-1846,,1428,1
0,1729,0,-1846,0,-1846,,,
0,14503,0,-1846,0,-1846,,,
0,1547,0,-1846,0,-1846,,,
5760,6218,546,-1846,546,-1300,,547,1
62142,-1106,-1049,-1300,-1049,-2349,,-1049,0
11431,-8980,-1567,-2349,-1567,-3916,,-1566,1
11788,-7422,-1335,-3916,-1335,-5251,,-1335,0
8387,-6005,-769,-5251,-769,-6020,,-768,1
0,-355,0,-6020,0,-6020,,,
0,-2256,0,-6020,0,-6020,,,
6619,-8798,-889,-6020,-889,-6909,,-889,0
9762,1910,284,-6909,284,-6625,,285,1
0,4131,0,-6625,0,-6625,,,
25888,15620,6170,-6625,6170,-455,,6170,0
39831,3935,2391,-455,2391,1936,,2392,1
23311,1380,490,1936,490,2426,,491,1
0,1527,0,2426,0,2426,,,
18541,-11658,-3299,2426,-3299,-873,,-3298,1
0,2439,0,-873,0,-873,,,
8654,17934,2368,-873,2368,1495,,2368,0
0,10996,0,1495,0,1495,,,
38493,-6136,-3605,1495,-3605,-2110,,-3604,1
30860,-3294,-1552,-2110,-1552,-3662,,-1551,1
7640,6370,742,-3662,742,-2920,,743,1
70394,-4517,-4852,-2920,-4852,-7772,,-4852,0
0,-9432,0,-7772,0,-7772,,,
16020,-3745,-916,-7772,-916,-8688,,-915,1
0,-1726,0,-8688,0,-8688,,,
0,7341,0,-8688,0,-8688,,,
32325,-4684,-2311,-8688,-2311,-10999,,-2310,1
0,4771,0,-10999,0,-10999,,,
13982,-9302,-1985,-10999,-1985,-12984,,-1985,0
0,-1765,0,-12984,0,-12984,,,
10133,1144,176,-12984,176,-12808,,177,1
0,-11982,0,-12808,0,-12808,,,
47116,13376,9616,-12808,9616,-3192,,9616,0
0,-2396,0,-3192,0,-3192,,,
31738,13316,6448,-3192,6448,3256,,6449,1
2036,3870,120,3256,120,3376,,120,0
0,10112,0,3376,0,3376,,,
0,-2619,0,3376,0,3376,,,
0,-12557,0,3376,0,3376,,,
0,-13237,0,3376,0,3376,,,
34457,2607,1370,3376,1370,4746,,1371,1
0,5773,0,4746,0,4746,,,
19835,847,256,4746,256,5002,,256,0
0,9830,0,5002,0,5002,,,
0,1564,0,5002,0,5002,,,
60832,-9801,-9098,5002,-9098,-4096,,-9098,0
0,-5630,0,-4096,0,-4096,,,
17795,794,215,-4096,215,-3881,,216,1
2208,3459,116,-3881,116,-3765,,117,1
7736,8233,971,-3765,971,-2794,,972,1
44654,-5011,-3415,-2794,-3415,-6209,,-3414,1
65786,-10318,-10358,-6209,-10358,-16567,,-10357,1
30856,8352,3932,-16567,3932,-12635,,3932,0
2401,-5945,-218,-12635,-218,-12853,,-218,0
7427,9695,1098,-12853,1098,-11755,,1099,1
5145,-1223,-97,-11755,-97,-11852,,-96,1
0,1023,0,-11852,0,-11852,,,
31970,-9795,-4779,-11852,-4779,-16631,,-4778,1
13514,5940,1224,-16631,1224,-15407,,1225,1
0,10607,0,-15407,0,-15407,,,
0,10293,0,-15407,0,-15407,,,
0,-2250,0,-15407,0,-15407,,,
0,12745,0,-15407,0,-15407,,,
7917,65,7,-15407,7,-15400,,8,1
45114,5900,4061,-15400,4061,-11339,,4061,0
40254,-5191,-3189,-11339,-3189,-14528,,-3188,1
0,4524,0,-14528,0,-14528,,,
46322,-5168,-3653,-14528,-3653,-18181,,-3653,0
12323,-7384,-1389,-18181,-1389,-19570,,-1388,1
1346,3134,64,-19570,64,-19506,,64,0
0,855,0,-19506,0,-19506,,,
25942,3395,1343,-19506,1343,-18163,,1344,1
11747,37,6,-18163,6,-18157,,7,1
10434,-5063,-807,-18157,-807,-18964,,-806,1
22593,-15583,-5373,-18964,-5373,-24337,,-5372,1
36810,418,234,-24337,234,-24103,,235,1
7443,-5561,-632,-24103,-632,-24735,,-632,0
18562,1528,432,-24735,432,-24303,,433,1
39448,-9137,-5500,-24303,-5500,-29803,,-5500,0
12331,15114,2843,-29803,2843,-26960,,2844,1
1617,-226,-6,-26960,-6,-26966,,-6,0
28967,-5937,-2625,-26966,-2625,-29591,,-2624,1
28921,-5552,-2451,-29591,-2451,-32042,,-2450,1
32932,-7579,-3809,-32042,-3809,-35851,,-3808,1
0,2603,0,-35851,0,-35851,,,
29307,10734,4800,-35851,4800,-31051,,4800,0
56466,-1325,-1142,-31051,-1142,-32193,,-1142,0
8641,-2506,-331,-32193,-331,-32524,,-330,1
0,355,0,-32524,0,-32524,,,
39259,-3377,-2023,-32524,-2023,-34547,,-2023,0
0,11782,0,-34547,0,-34547,,,
0,-3222,0,-34547,0,-34547,,,
31374,-3447,-1651,-34547,-1651,-36198,,-1650,1
27051,9427,3891,-36198,3891,-32307,,3891,0
32405,-7334,-3627,-32307,-3627,-35934,,-3626,1
16550,-1621,-410,-35934,-410,-36344,,-409,1
0,-206,0,-36344,0,-36344,,,
17049,-1383,-360,-36344,-360,-36704,,-360,0
31142,-7014,-3333,-36704,-3333,-40037,,-3333,0
35328,7649,4123,-40037,4123,-35914,,4123,0
9400,1699,243,-35914,243,-35671,,244,1
0,-9144,0,-35671,0,-35671,,,
26433,-16664,-6722,-35671,-6722,-42393,,-6721,1
0,-4064,0,-42393,0,-42393,,,
0,19527,0,-42393,0,-42393,,,
38571,-3165,-1863,-42393,-1863,-44256,,-1863,0
42310,-2750,-1776,-44256,-1776,-46032,,-1775,1
0,9235,0,-46032,0,-46032,,,
0,16466,0,-46032,0,-46032,,,
0,-2032,0,-46032,0,-46032,,,
2760,18,0,-46032,0,-46032,,1,1
7170,2968,324,-46032,324,-45708,,325,1
0,-14190,0,-45708,0,-45708,,,
1606,-871,-22,-45708,-22,-45730,,-21,1
0,2245,0,-45730,0,-45730,,,
51846,14498,11469,-45730,11469,-34261,,11469,0
0,16668,0,-34261,0,-34261,,,
51299,11730,9181,-34261,9181,-25080,,9182,1
0,13233,0,-25080,0,-25080,,,
0,4754,0,-25080,0,-25080,,,
0,-1579,0,-25080,0,-25080,,,
0,1334,0,-25080,0,-25080,,,
3670,4236,237,-25080,237,-24843,,237,0
0,-1533,0,-24843,0,-24843,,,
16984,1593,412,-24843,412,-24431,,413,1
0,-3861,0,-24431,0,-24431,,,
0,6545,0,-24431,0,-24431,,,
0,15094,0,-24431,0,-24431,,,
0,11778,0,-24431,0,-24431,,,
20524,12380,3877,-24431,3877,-20554,,3877,0
831,-1467,-19,-20554,-19,-20573,,-19,0
0,-6307,0,-20573,0,-20573,,,
0,-1772,0,-20573,0,-20573,,,
0,-2600,0,-20573,0,-20573,,,
0,14277,0,-20573,0,-20573,,,
66218,9654,9754,-20573,9754,-10819,,9754,0
12809,3145,614,-10819,614,-10205,,615,1
7080,-689,-75,-10205,-75,-10280,,-74,1
0,7384,0,-10280,0,-10280,,,
0,-2517,0,-10280,0,-10280,,,
8997,-5933,-815,-10280,-815,-11095,,-815,0
38506,-18787,-11039,-11095,-11039,-22134,,-11038,1
27526,-12697,-5333,-22134,-5333,-27467,,-5333,0
48693,-8056,-5986,-27467,-5986,-33453,,-5986,0
22331,1486,506,-33453,506,-32947,,506,0
0,3417,0,-32947,0,-32947,,,
42495,1916,1242,-32947,1242,-31705,,1242,0
51108,5245,4090,-31705,4090,-27615,,4090,0
0,17083,0,-27615,0,-27615,,,
32069,7389,3615,-27615,3615,-24000,,3616,1
0,12020,0,-24000,0,-24000,,,
0,8947,0,-24000,0,-24000,,,
37821,-1579,-912,-24000,-912,-24912,,-911,1
0,11818,0,-24912,0,-24912,,,
8108,2007,248,-24912,248,-24664,,248,0
52233,-4693,-3741,-24664,-3741,-28405,,-3740,1
55139,-6544,-5506,-28405,-5506,-33911,,-5506,0
0,12732,0,-33911,0,-33911,,,
35374,2501,1349,-33911,1349,-32562,,1350,1
16393,-901,-226,-32562,-226,-32788,,-225,1
0,2876,0,-32788,0,-32788,,,
3702,-1248,-71,-32788,-71,-32859,,-70,1
0,-2294,0,-32859,0,-32859,,,
49540,12662,9571,-32859,9571,-23288,,9571,0
0,4021,0,-23288,0,-23288,,,
6801,956,99,-23288,99,-23189,,99,0
16111,-3005,-739,-23189,-739,-23928,,-739,0
23289,-1818,-647,-23928,-647,-24575,,-646,1
12115,-1337,-248,-24575,-248,-24823,,-247,1
30540,-2591,-1208,-24823,-1208,-26031,,-1207,1
6972,-393,-42,-26031,-42,-26073,,-42,0
0,656,0,-26073,0,-26073,,,
59383,4630,4195,-26073,4195,-21878,,4195,0
0,9406,0,-21878,0,-21878,,,
44404,-5283,-3580,-21878,-3580,-25458,,-3580,0
9268,1150,162,-25458,162,-25296,,163,1
0,10859,0,-25296,0,-25296,,,
1509,11045,254,-25296,254,-25042,,254,0
42165,-7753,-4989,-25042,-4989,-30031,,-4988,1
68348,4412,4601,-30031,4601,-25430,,4601,0
0,956,0,-25430,0,-25430,,,
15782,2823,679,-25430,679,-24751,,680,1
0,303,0,-24751,0,-24751,,,
2787,4191,178,-24751,178,-24573,,178,0
73007,-14408,-16051,-24573,-16051,-40624,,-16050,1
13851,871,184,-40624,184,-40440,,184,0
60536,-14524,-13416,-40440,-13416,-53856,,-13416,0
26904,2458,1009,-53856,1009,-52847,,1009,0
0,-1131,0,-52847,0,-52847,,,
16185,1384,341,-52847,341,-52506,,342,1
50017,-4809,-3671,-52506,-3671,-56177,,-3670,1
23131,2564,904,-56177,904,-55273,,905,1
0,-4047,0,-55273,0,-55273,,,
16771,-14294,-3658,-55273,-3658,-58931,,-3658,0
0,11898,0,-58931,0,-58931,,,
56061,-2654,-2271,-58931,-2271,-61202,,-2270,1
18923,-3051,-881,-61202,-881,-62083,,-881,0
0,9972,0,-62083,0,-62083,,,
6835,6161,642,-62083,642,-61441,,643,1
25731,2927,1149,-61441,1149,-60292,,1149,0
0,8321,0,-60292,0,-60292,,,
0,-6429,0,-60292,0,-60292,,,
0,-435,0,-60292,0,-60292,,,
26617,-321,-131,-60292,-131,-60423,,-130,1
7047,911,97,-60423,97,-60326,,98,1
19845,-3007,-911,-60326,-911,-61237,,-911,0
0,-8340,0,-61237,0,-61237,,,
15382,-10957,-2572,-61237,-2572,-63809,,-2572,0
35610,767,416,-63809,416,-63393,,417,1
0,-4197,0,-63393,0,-63393,,,
0,-1517,0,-63393,0,-63393,,,
14391,-5682,-1248,-63393,-1248,-64641,,-1248,0
44011,-3042,-2043,-64641,-2043,-66684,,-2043,0
19898,-1500,-456,-66684,-456,-67140,,-455,1
41675,1366,868,-67140,868,-66272,,869,1
0,-1278,0,-66272,0,-66272,,,
14974,-10841,-2478,-66272,-2478,-68750,,-2477,1
11167,308,52,-68750,52,-68698,,52,0
0,6453,0,-68698,0,-68698,,,
45096,-2417,-1664,-68698,-1664,-70362,,-1663,1
50904,-14272,-11086,-70362,-11086,-81448,,-11086,0
14759,-6503,-1465,-81448,-1465,-82913,,-1465,0
36059,1146,630,-82913,630,-82283,,631,1
42808,-8686,-5674,-82283,-5674,-87957,,-5674,0
4977,2428,184,-87957,184,-87773,,184,0
47140,-1264,-910,-87773,-910,-88683,,-909,1
8758,793,105,-88683,105,-88578,,106,1
0,273,0,-88578,0,-88578,,,
9377,-2907,-416,-88578,-416,-88994,,-416,0
66260,-3153,-3188,-88994,-3188,-92182,,-3188,0
0,-485,0,-92182,0,-92182,,,
15065,1855,426,-92182,426,-91756,,426,0
25568,-622,-243,-91756,-243,-91999,,-243,0
427,5771,37,-91999,37,-91962,,38,1
39830,-4830,-2936,-91962,-2936,-94898,,-2935,1
41117,14451,9066,-94898,9066,-85832,,9066,0
31191,988,470,-85832,470,-85362,,470,0
19679,-6442,-1935,-85362,-1935,-87297,,-1934,1
0,8201,0,-87297,0,-87297,,,
43471,3499,2320,-87297,2320,-84977,,2321,1
12657,-9330,-1802,-84977,-1802,-86779,,-1802,0
0,1865,0,-86779,0,-86779,,,
0,-891,0,-86779,0,-86779,,,
41049,-1393,-873,-86779,-873,-87652,,-873,0
0,-1021,0,-87652,0,-87652,,,
16664,-2073,-528,-87652,-528,-88180,,-527,1
0,18822,0,-88180,0,-88180,,,
9704,-5558,-823,-88180,-823,-89003,,-823,0
58998,-13829,-12450,-89003,-12450,-101453,,-12449,1
5349,9904,808,-101453,808,-100645,,808,0
0,1501,0,-100645,0,-100645,,,
17248,-1563,-412,-100645,-412,-101057,,-411,1
49602,14043,10628,-101057,10628,-90429,,10629,1
0,-4126,0,-90429,0,-90429,,,
39749,-11043,-6698,-90429,-6698,-97127,,-6698,0
1719,9178,240,-97127,240,-96887,,241,1
41095,-2792,-1751,-96887,-1751,-98638,,-1751,0
0,7518,0,-98638,0,-98638,,,
30685,631,295,-98638,295,-98343,,295,0
43009,-3923,-2575,-98343,-2575,-100918,,-2575,0
0,1237,0,-100918,0,-100918,,,
37358,14187,8087,-100918,8087,-92831,,8087,0
59338,-31,-29,-92831,-29,-92860,,-28,1
25863,7779,3069,-92860,3069,-89791,,3070,1
0,297,0,-89791,0,-89791,,,
26337,1007,404,-89791,404,-89387,,405,1
7676,-6026,-706,-89387,-706,-90093,,-706,0
39631,340,205,-90093,205,-89888,,206,1
27377,-7866,-3286,-89888,-3286,-93174,,-3286,0
0,6643,0,-93174,0,-93174,,,
6123,-11953,-1117,-93174,-1117,-94291,,-1117,0
0,-2571,0,-94291,0,-94291,,,
24027,1770,648,-94291,648,-93643,,649,1
2442,15443,575,-93643,575,-93068,,575,0
84569,4339,5599,-93068,5599,-87469,,5599,0
20181,6030,1856,-87469,1856,-85613,,1857,1
12893,2589,509,-85613,509,-85104,,509,0
0,-4840,0,-85104,0,-85104,,,
14304,-7305,-1595,-85104,-1595,-86699,,-1594,1
0,300,0,-86699,0,-86699,,,
5331,3001,244,-86699,244,-86455,,244,0
1456,81,1,-86455,1,-86454,,2,1
3104,-9662,-458,-86454,-458,-86912,,-458,0
48747,-9523,-7084,-86912,-7084,-93996,,-7083,1
0,-42,0,-93996,0,-93996,,,
54436,10266,8527,-93996,8527,-85469,,8527,0
11512,-1801,-317,-85469,-317,-85786,,-316,1
0,4875,0,-85786,0,-85786,,,
0,10665,0,-85786,0,-85786,,,
0,3029,0,-85786,0,-85786,,,
0,-2461,0,-85786,0,-85786,,,
654,7737,77,-85786,77,-85709,,77,0
21760,-15182,-5041,-85709,-5041,-90750,,-5041,0
14654,-3033,-679,-90750,-679,-91429,,-678,1
0,8033,0,-91429,0,-91429,,,
0,33,0,-91429,0,-91429,,,
26482,4662,1883,-91429,1883,-89546,,1884,1
0,0,0,-89546,12931,-76615,,,
